administration_date,fips,locality,health_district,facility_type,vaccine_manufacturer,dose_number,vaccine_doses_administered,Population,region
2021-01-20,Out of State,Out of State,Out of State,Hospitals,Moderna,1,65,0,other
2021-01-20,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,25,0,other
2021-01-20,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,56,0,other
2021-01-20,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,194,0,other
2021-01-20,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,2,0,other
2021-01-20,Out of State,Out of State,Out of State,Medical Practices,Non-Specified,1,1,0,other
2021-01-20,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,27,0,other
2021-01-20,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,88,0,other
2021-01-20,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,3,0,other
2021-01-20,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,33,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,340,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,6,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,143,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,39,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,8,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,23,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,9,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,120,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,228,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,80,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,1,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,47,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,12,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,395,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,247,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,994,0,other
2021-01-19,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,13,0,other
2021-01-19,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,47,0,other
2021-01-19,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,55,0,other
2021-01-19,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,8,0,other
2021-01-19,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,2,0,other
2021-01-19,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,129,0,other
2021-01-19,Out of State,Out of State,Out of State,Hospitals,Moderna,2,6,0,other
2021-01-19,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,12,0,other
2021-01-19,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,1,0,other
2021-01-19,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,40,0,other
2021-01-19,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,90,0,other
2021-01-19,Out of State,Out of State,Out of State,Hospitals,Moderna,1,38,0,other
2021-01-19,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,304,0,other
2021-01-19,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,15,0,other
2021-01-19,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,9,0,other
2021-01-19,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,91,0,other
2021-01-19,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,116,0,other
2021-01-19,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,32,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,804,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,9,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,12,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,17,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,144,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,34,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,95,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,3,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,87,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,6,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,41,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,197,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,444,0,other
2021-01-18,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,118,0,other
2021-01-18,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,133,0,other
2021-01-18,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,8,0,other
2021-01-18,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,12,0,other
2021-01-18,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,104,0,other
2021-01-18,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,125,0,other
2021-01-18,Out of State,Out of State,Out of State,Hospitals,Moderna,2,3,0,other
2021-01-18,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,75,0,other
2021-01-18,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,7,0,other
2021-01-18,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,195,0,other
2021-01-18,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,3,0,other
2021-01-18,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,8,0,other
2021-01-18,Out of State,Out of State,Out of State,Hospitals,Moderna,1,30,0,other
2021-01-18,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,14,0,other
2021-01-18,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,4,0,other
2021-01-18,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,10,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,851,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,43,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,181,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,6,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,2,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,43,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,2,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,1,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,165,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,4,0,other
2021-01-17,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,5,0,other
2021-01-17,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,61,0,other
2021-01-17,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,62,0,other
2021-01-17,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,8,0,other
2021-01-17,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,16,0,other
2021-01-17,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,15,0,other
2021-01-17,Out of State,Out of State,Out of State,Hospitals,Moderna,1,8,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,264,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,3,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,1,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,18,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,58,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,1,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,85,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,8,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,19,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,462,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,6,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,865,0,other
2021-01-16,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,303,0,other
2021-01-16,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,23,0,other
2021-01-16,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,1,0,other
2021-01-16,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,42,0,other
2021-01-16,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,85,0,other
2021-01-16,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,11,0,other
2021-01-16,Out of State,Out of State,Out of State,Hospitals,Moderna,1,11,0,other
2021-01-16,Out of State,Out of State,Out of State,Hospitals,Moderna,2,5,0,other
2021-01-16,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,7,0,other
2021-01-16,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,12,0,other
2021-01-16,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,198,0,other
2021-01-16,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,4,0,other
2021-01-16,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,314,0,other
2021-01-16,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,6,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,2,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,1,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,57,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,149,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,693,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,1,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,1,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,452,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,997,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,32,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,5,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,21,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,351,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,206,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,399,0,other
2021-01-15,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,1,0,other
2021-01-15,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,24,0,other
2021-01-15,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,51,0,other
2021-01-15,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,1,0,other
2021-01-15,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,62,0,other
2021-01-15,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,220,0,other
2021-01-15,Out of State,Out of State,Out of State,Hospitals,Moderna,2,1,0,other
2021-01-15,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,20,0,other
2021-01-15,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,6,0,other
2021-01-15,Out of State,Out of State,Out of State,Hospitals,Moderna,1,102,0,other
2021-01-15,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,80,0,other
2021-01-15,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,225,0,other
2021-01-15,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,390,0,other
2021-01-15,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,55,0,other
2021-01-15,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,2,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Medical Practices,Non-Specified,1,1,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,673,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,485,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,20,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,8,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,154,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,401,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,1099,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,50,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,291,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,21,0,other
2021-01-14,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,251,0,other
2021-01-14,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,62,0,other
2021-01-14,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,4,0,other
2021-01-14,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,403,0,other
2021-01-14,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,65,0,other
2021-01-14,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,2,0,other
2021-01-14,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,87,0,other
2021-01-14,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,13,0,other
2021-01-14,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,212,0,other
2021-01-14,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,126,0,other
2021-01-14,Out of State,Out of State,Out of State,Hospitals,Moderna,1,128,0,other
2021-01-14,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,60,0,other
2021-01-14,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,125,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,597,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,122,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,220,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,51,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,33,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,4,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,811,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,130,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,276,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,688,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,6,0,other
2021-01-13,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,60,0,other
2021-01-13,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,163,0,other
2021-01-13,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,214,0,other
2021-01-13,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,63,0,other
2021-01-13,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,8,0,other
2021-01-13,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,26,0,other
2021-01-13,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,6,0,other
2021-01-13,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,19,0,other
2021-01-13,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,9,0,other
2021-01-13,Out of State,Out of State,Out of State,Hospitals,Moderna,1,78,0,other
2021-01-13,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,139,0,other
2021-01-13,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,112,0,other
2021-01-13,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,31,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,16,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,504,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,640,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,20,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,374,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,705,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,170,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,47,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,10,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,62,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,61,0,other
2021-01-12,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,651,0,other
2021-01-12,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,170,0,other
2021-01-12,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,21,0,other
2021-01-12,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,106,0,other
2021-01-12,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,136,0,other
2021-01-12,Out of State,Out of State,Out of State,Hospitals,Moderna,1,27,0,other
2021-01-12,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,31,0,other
2021-01-12,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,346,0,other
2021-01-12,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,9,0,other
2021-01-12,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,4,0,other
2021-01-12,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,6,0,other
2021-01-12,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,30,0,other
2021-01-12,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,34,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,31,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,116,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,288,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,37,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,101,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,11,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,627,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,28,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,807,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,4,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,198,0,other
2021-01-11,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,68,0,other
2021-01-11,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,6,0,other
2021-01-11,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,30,0,other
2021-01-11,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,14,0,other
2021-01-11,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,143,0,other
2021-01-11,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,202,0,other
2021-01-11,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,120,0,other
2021-01-11,Out of State,Out of State,Out of State,Hospitals,Moderna,1,7,0,other
2021-01-11,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,4,0,other
2021-01-11,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,10,0,other
2021-01-11,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,64,0,other
2021-01-11,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,19,0,other
2021-01-10,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,296,0,other
2021-01-10,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,465,0,other
2021-01-10,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,7,0,other
2021-01-10,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,6,0,other
2021-01-10,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,4,0,other
2021-01-10,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,1,0,other
2021-01-10,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,29,0,other
2021-01-10,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,1,0,other
2021-01-10,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,3,0,other
2021-01-10,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,4,0,other
2021-01-10,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,1,0,other
2021-01-10,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,39,0,other
2021-01-10,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,2,0,other
2021-01-10,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,8,0,other
2021-01-10,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,56,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,533,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,433,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,23,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,2,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,4,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,4,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,22,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,16,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,182,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,41,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,15,0,other
2021-01-09,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,31,0,other
2021-01-09,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,264,0,other
2021-01-09,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,93,0,other
2021-01-09,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,11,0,other
2021-01-09,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,2,0,other
2021-01-09,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,172,0,other
2021-01-09,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,19,0,other
2021-01-09,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,4,0,other
2021-01-09,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,37,0,other
2021-01-09,Out of State,Out of State,Out of State,Hospitals,Moderna,1,13,0,other
2021-01-09,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,11,0,other
2021-01-09,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,67,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,167,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,922,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,169,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,38,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,38,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,128,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,58,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,20,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,19,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,449,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,107,0,other
2021-01-08,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,103,0,other
2021-01-08,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,28,0,other
2021-01-08,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,101,0,other
2021-01-08,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,33,0,other
2021-01-08,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,15,0,other
2021-01-08,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,6,0,other
2021-01-08,Out of State,Out of State,Out of State,Hospitals,Moderna,1,43,0,other
2021-01-08,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,294,0,other
2021-01-08,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,103,0,other
2021-01-08,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,85,0,other
2021-01-08,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,75,0,other
2021-01-08,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,6,0,other
2021-01-08,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,219,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,104,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,799,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,11,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,36,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,262,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,93,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,492,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,20,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,67,0,other
